CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090 Laptop GPU

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_SELECT
evolveSeed = 0
optimizeSeed = 0
tests = 16
streams = 1
units = 8
states = 16
population = 32768
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00060797  Bad Result=10.00000000  MinIndex=1017  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00018048  Bad Result=10.00000000  MinIndex=19993  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00077848  Bad Result=10.00000000  MinIndex=20980  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00312746  Bad Result=10.00000000  MinIndex=17785  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00039709  Bad Result=10.00000000  MinIndex=10519  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00018048  Bad Result=10.00000000  MinIndex=19993  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00040779 >New Result=0.00025387  MinIndex=7863  Best=0.00006670   BestAge=1  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00018048 >New Result=0.00008682  MinIndex=19993  Best=0.00006670   BestAge=2  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00006670   BestAge=2  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00039709 >New Result=0.00034750  MinIndex=10519  Best=0.00006670   BestAge=3  Time=5.205  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.94022715 >New Result=0.00760394  MinIndex=30589  Best=0.00006670   BestAge=5  Time=4.409  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00006670   BestAge=5  Time=4.409  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00006670   BestAge=5  Time=4.409  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00006670   BestAge=5  Time=4.409  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00006670   BestAge=5  Time=4.409  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00006670   BestAge=5  Time=4.409  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670 *New Result=0.00004530  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.410  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.416  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.416  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.416  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.416  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.417  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.417  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.417  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.417  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  5  Old Result=0.00006670  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=0  Time=4.417  Run Time=88.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.95263541 >New Result=0.00048298  MinIndex=18460  Best=0.00004530   BestAge=2  Time=4.652  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.652  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.652  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530  Bad Result=10.00000000  MinIndex=7863  Best=0.00004530   BestAge=2  Time=4.653  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  6  Old Result=0.00004530 *New Result=0.00003403  MinIndex=7863  Best=0.00003403   BestAge=0  Time=4.654  Run Time=95.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.91929901 >New Result=0.00749892  MinIndex=15169  Best=0.00003403   BestAge=2  Time=3.683  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00048298  Bad Result=10.00000000  MinIndex=18460  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00048298  Bad Result=10.00000000  MinIndex=18460  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00003403  Bad Result=10.00000000  MinIndex=7863  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00003403  Bad Result=10.00000000  MinIndex=7863  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00003403  Bad Result=10.00000000  MinIndex=7863  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00003403  Bad Result=10.00000000  MinIndex=7863  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  7  Old Result=0.00003403  Bad Result=10.00000000  MinIndex=7863  Best=0.00003403   BestAge=2  Time=3.684  Run Time=101.8
